Date,Team_base,Time,Opponent,Rank_base,Site,TV,Result,Attendance,Current Wins,Current Losses,Stadium Capacity,Fill Rate,New Coach,Tailgating,PRCP,SNOW,SNWD,TMAX,TMIN,Opponent_Rank,Conference,Year,Month,Day,__key,Rank_cfn,Team_cfn,FiveYearAvgAttendance,FiveYearCapacityPct,2022AvgAttendance,2022CapacityPct,FiveYearCapacityPct_f,2022CapacityPct_f,AutoCapacity,AutoFillRate,Team
9/22/2007,Indiana,12:00 PM,Illinois,NR,"Memorial StadiumBloomington, IN",BTN,L 1427,34707,3,0,49225,0.705068563,True,False,0.0,0.0,0.0,91,63,NR,Big-10,2007,9,22,indiana,,,,,,,,,,,Indiana
10/6/2007,Indiana,12:00 PM,Minnesota,NR,"Memorial StadiumBloomington, IN",BTN,W 4020,32009,4,1,49225,0.650259015,True,False,0.0,0.0,0.0,87,69,NR,Big-10,2007,10,6,indiana,,,,,,,,,,,Indiana
10/20/2007,Indiana,12:00 PM,Penn State,NR,"Memorial StadiumBloomington, IN",ESPN,L 3136,41251,5,2,49225,0.838009142,True,False,0.02,0.0,0.0,61,49,NR,Big-10,2007,10,20,indiana,,,,,,,,,,,Indiana
11/3/2007,Indiana,12:00 PM,Ball State*,NR,"Memorial StadiumBloomington, IN",BTN,W 3820,34406,5,4,49225,0.698953784,True,False,0.0,0.0,0.0,61,30,NR,Big-10,2007,11,3,indiana,,,,,,,,,,,Indiana
11/17/2007,Indiana,3:30 PM,Purdue,NR,"Memorial StadiumBloomington, IN (Old Oaken Bucket)",BTN,W 2724,50741,6,5,49225,1.030797359,True,False,0.0,0.0,0.0,46,26,NR,Big-10,2007,11,17,indiana,,,,,,,,,,,Indiana
8/30/2008,Indiana,12:00 PM,Western Kentucky*,NR,"Memorial StadiumBloomington, IN",BTN,W 3113,30067,0,0,49225,0.610807517,False,False,0.0,0.0,0.0,84,60,NR,Big-10,2008,8,30,indiana,,,,,,,,,,,Indiana
9/6/2008,Indiana,7:00 PM,Murray State*,NR,"Memorial StadiumBloomington, IN",BTN,W 453,30123,1,0,49225,0.61194515,False,False,0.01,0.0,0.0,68,58,NR,Big-10,2008,9,6,indiana,,,,,,,,,,,Indiana
9/20/2008,Indiana,7:00 PM,Ball State*,NR,"Memorial StadiumBloomington, IN",BTN,L 2042,41349,2,0,49225,0.84,False,False,0.0,0.0,0.0,80,55,NR,Big-10,2008,9,20,indiana,,,,,,,,,,,Indiana
9/27/2008,Indiana,12:00 PM,Michigan State,NR,"Memorial StadiumBloomington, IN (Old Brass Spittoon)",ESPN,L 2942,31832,2,1,49225,0.646663281,False,False,0.0,0.0,0.0,79,49,NR,Big-10,2008,9,27,indiana,,,,,,,,,,,Indiana
10/11/2008,Indiana,12:00 PM,Iowa,NR,"Memorial StadiumBloomington, IN",BTN,L 945,33428,2,3,49225,0.67908583,False,False,0.0,0.0,0.0,77,47,NR,Big-10,2008,10,11,indiana,,,,,,,,,,,Indiana
10/25/2008,Indiana,12:00 PM,Northwestern,NR,"Memorial StadiumBloomington, IN",BTN,W 2119,30698,2,5,49225,0.623626206,False,False,0.36,0.0,0.0,54,40,NR,Big-10,2008,10,25,indiana,,,,,,,,,,,Indiana
11/1/2008,Indiana,12:00 PM,Central Michigan*,NR,"Memorial StadiumBloomington, IN",BTN,L 3437,26140,3,5,49225,0.53103098,False,False,0.0,0.0,0.0,71,44,NR,Big-10,2008,11,1,indiana,,,,,,,,,,,Indiana
11/8/2008,Indiana,12:00 PM,Wisconsin,NR,"Memorial StadiumBloomington, IN",BTN,L 2055,30618,3,6,49225,0.622001016,False,False,0.0,0.0,0.0,62,41,NR,Big-10,2008,11,8,indiana,,,,,,,,,,,Indiana
9/3/2009,Indiana,8:00 PM,Eastern Kentucky*,NR,"Memorial StadiumBloomington, IN",BTN,W 1913,36759,0,0,52692,0.697620132,False,False,0.0,0.0,0.0,77,50,NR,Big-10,2009,9,3,indiana,,,,,,,,,,,Indiana
9/12/2009,Indiana,12:00 PM,Western Michigan*,NR,"Memorial StadiumBloomington, IN",BTN,W 2319,35162,1,0,52692,0.667311926,False,False,0.0,0.0,0.0,79,55,NR,Big-10,2009,9,12,indiana,,,,,,,,,,,Indiana
10/3/2009,Indiana,7:00 PM,No. 13 Ohio State,NR,"Memorial StadiumBloomington, IN",BTN,L 1433,51500,3,1,52692,0.97737797,False,False,0.0,0.0,0.0,65,52,13,Big-10,2009,10,3,indiana,,,,,,,,,,,Indiana
10/17/2009,Indiana,7:00 PM,Illinois,NR,"Memorial StadiumBloomington, IN",BTN,W 2714,42358,3,3,52692,0.803879147,False,False,0.06,0.0,0.0,43,33,NR,Big-10,2009,10,17,indiana,,,,,,,,,,,Indiana
11/7/2009,Indiana,12:00 PM,No. 21 Wisconsin,NR,"Memorial StadiumBloomington, IN",BTN,L 2831,36611,4,5,52692,0.694811357,False,False,0.0,0.0,0.0,61,36,21,Big-10,2009,11,7,indiana,,,,,,,,,,,Indiana
11/21/2009,Indiana,3:30 PM,Purdue,NR,"Memorial StadiumBloomington, IN (Old Oaken Bucket)",BTN,L 2138,48607,4,7,52692,0.922474,False,False,0.01,0.0,0.0,52,33,NR,Big-10,2009,11,21,indiana,,,,,,,,,,,Indiana
9/2/2010,Indiana,7:30 PM,Towson*,NR,"Memorial StadiumBloomington, Indiana",BTN,W 5117,35242,0,0,52929,0.665835364,False,False,0.0,0.0,0.0,89,68,NR,Big-10,2010,9,2,indiana,,,,,,,,,,,Indiana
9/25/2010,Indiana,7:00 PM,Akron*,NR,"Memorial StadiumBloomington, Indiana",BTN,W 3520,42258,2,0,52929,0.798390296,False,False,0.0,0.0,0.0,85,54,NR,Big-10,2010,9,25,indiana,,,,,,,,,,,Indiana
10/2/2010,Indiana,3:30 PM,No. 19 Michigan,NR,"Memorial StadiumBloomington, Indiana",ESPNU,L 3542,52929,3,0,52929,1.0,False,False,0.0,0.0,0.0,72,46,19,Big-10,2010,10,2,indiana,,,,,,,,,,,Indiana
10/16/2010,Indiana,12:00 PM,Arkansas State*,NR,"Memorial StadiumBloomington, Indiana",ESPNU,W 3634,40480,3,2,52929,0.764798126,False,False,0.0,0.0,0.0,66,39,NR,Big-10,2010,10,16,indiana,,,,,,,,,,,Indiana
10/30/2010,Indiana,12:00 PM,Northwestern,NR,"Memorial StadiumBloomington, Indiana",BTN,L 1720,37818,4,3,52929,0.714504336,False,False,0.0,0.0,0.0,54,30,NR,Big-10,2010,10,30,indiana,,,,,,,,,,,Indiana
11/6/2010,Indiana,12:00 PM,No. 15 Iowa,NR,"Memorial StadiumBloomington, Indiana",BTN,L 1318,42991,4,4,52929,0.812239037,False,False,0.0,0.0,0.0,55,26,15,Big-10,2010,11,6,indiana,,,,,,,,,,,Indiana
9/10/2011,Indiana,7:00 PM,Virginia*,NR,"Memorial StadiumBloomington, IN",BTN,L 3134,41549,0,1,52929,0.784994993,True,False,0.0,0.0,0.0,66,59,NR,Big-10,2011,9,10,indiana,,,,,,,,,,,Indiana
9/17/2011,Indiana,3:30 PM,No. 25 (FCS) South Carolina State*,NR,"Memorial StadiumBloomington, IN",BTN,W 3821,41203,0,2,52929,0.778457934,True,False,0.0,0.0,0.0,65,47,2,Big-10,2011,9,17,indiana,,,,,,,,,,,Indiana
10/1/2011,Indiana,12:00 PM,Penn State,NR,"Memorial StadiumBloomington, IN",ESPNU,L 1016,42621,1,3,52929,0.80524854,True,False,0.0,0.0,0.0,63,40,NR,Big-10,2011,10,1,indiana,,,,,,,,,,,Indiana
10/8/2011,Indiana,2:30 PM,No. 16 Illinois,NR,"Memorial StadiumBloomington, IN",BTN,L 2041,41665,1,4,52929,0.787186608,True,False,0.0,0.0,0.0,83,55,16,Big-10,2011,10,8,indiana,,,,,,,,,,,Indiana
10/29/2011,Indiana,12:00 PM,Northwestern,NR,"Memorial StadiumBloomington, IN",BTN,L 3859,39239,1,7,52929,0.741351622,True,False,0.0,0.0,0.0,53,36,NR,Big-10,2011,10,29,indiana,,,,,,,,,,,Indiana
11/26/2011,Indiana,3:30 PM,Purdue,NR,"Memorial StadiumBloomington, IN (Battle for the Old Oaken Bucket)",BTN,L 2533,42005,1,10,52929,0.793610308,True,False,0.0,0.0,0.0,60,38,NR,Big-10,2011,11,26,indiana,,,,,,,,,,,Indiana
9/1/2012,Indiana,8:00 PM,No. 23 (FCS) Indiana State*,NR,"Memorial StadiumBloomington, IN",BTN,W 2417,41882,0,0,52929,0.79128644,False,False,0.0,0.0,0.0,86,70,2,Big-10,2012,9,1,indiana,,,,,,,,,,,Indiana
9/15/2012,Indiana,8:00 PM,Ball State*,NR,"Memorial StadiumBloomington, IN",BTN,L 3941,48186,2,0,52929,0.91038939,False,False,0.0,0.0,0.0,68,50,NR,Big-10,2012,9,15,indiana,,,,,,,,,,,Indiana
10/6/2012,Indiana,12:00 PM,Michigan State,NR,"Memorial StadiumBloomington, IN (Old Brass Spittoon)",BTN,L 2731,45979,2,2,52929,0.868692021,False,False,1.55,0.0,0.0,60,35,NR,Big-10,2012,10,6,indiana,,,,,,,,,,,Indiana
10/13/2012,Indiana,8:00 PM,No. 8 Ohio State,NR,"Memorial StadiumBloomington, IN",BTN,L 4952,48880,2,3,52929,0.923501294,False,False,0.0,0.0,0.0,60,39,8,Big-10,2012,10,13,indiana,,,,,,,,,,,Indiana
11/3/2012,Indiana,3:30 PM,Iowa,NR,"Memorial StadiumBloomington, IN",BTN,W 2421,40646,3,5,52929,0.767934403,False,False,0.0,0.0,0.0,54,34,NR,Big-10,2012,11,3,indiana,,,,,,,,,,,Indiana
11/10/2012,Indiana,12:00 PM,Wisconsin,NR,"Memorial StadiumBloomington, IN",ESPN2,L 1462,43240,4,5,52929,0.816943453,False,False,0.0,0.0,0.0,61,36,NR,Big-10,2012,11,10,indiana,,,,,,,,,,,Indiana
8/29/2013,Indiana,7:00 PM,Indiana State*,NR,"Memorial StadiumBloomington, IN",BTN,W 7335,40278,0,0,52929,0.760981692,False,False,0.0,0.0,0.0,93,71,NR,Big-10,2013,8,29,indiana,,,,,,,,,,,Indiana
9/7/2013,Indiana,6:00 PM,Navy*,NR,"Memorial StadiumBloomington, IN",BTN,L 3541,47013,1,0,52929,0.888227626,False,False,0.0,0.0,0.0,83,61,NR,Big-10,2013,9,7,indiana,,,,,,,,,,,Indiana
9/14/2013,Indiana,12:00 PM,Bowling Green*,NR,"Memorial StadiumBloomington, IN",ESPNU,W 4210,41869,1,1,52929,0.791040828,False,False,0.0,0.0,0.0,79,46,NR,Big-10,2013,9,14,indiana,,,,,,,,,,,Indiana
9/21/2013,Indiana,8:00 PM,Missouri*,NR,"Memorial StadiumBloomington, IN",BTN,L 2845,49149,2,1,52929,0.928583574,False,False,0.3,0.0,0.0,78,55,NR,Big-10,2013,9,21,indiana,,,,,,,,,,,Indiana
10/5/2013,Indiana,12:00 PM,Penn State,NR,"Memorial StadiumBloomington, IN",BTN,W 4424,42125,2,2,52929,0.795877496,False,False,0.21,0.0,0.0,81,66,NR,Big-10,2013,10,5,indiana,,,,,,,,,,,Indiana
11/2/2013,Indiana,3:30 PM,Minnesota,NR,"Memorial StadiumBloomington, IN",BTN,L 3942,44625,3,4,52929,0.843110582,False,False,0.0,0.0,0.0,61,40,NR,Big-10,2013,11,2,indiana,,,,,,,,,,,Indiana
11/9/2013,Indiana,3:30 PM,Illinois,NR,"Memorial StadiumBloomington, IN",BTN,W 5235,44882,3,5,52929,0.847966143,False,False,0.0,0.0,0.0,52,30,NR,Big-10,2013,11,9,indiana,,,,,,,,,,,Indiana
11/30/2013,Indiana,3:30 PM,Purdue,NR,"Memorial StadiumBloomington, IN (Old Oaken Bucket)",BTN,W 5636,44882,4,7,52929,0.847966143,False,False,0.0,0.0,0.0,39,17,NR,Big-10,2013,11,30,indiana,,,,,,,,,,,Indiana
8/30/2014,Indiana,12:00 PM,Indiana State*,NR,"Memorial StadiumBloomington, IN",ESPNews,W 2810,38006,0,0,52929,0.718056264,False,False,0.02,0.0,0.0,89,70,NR,Big-10,2014,8,30,indiana,,,,,,,,,,,Indiana
9/27/2014,Indiana,1:30 PM,Maryland,NR,"Memorial StadiumBloomington, IN",BTN,L 1537,44313,2,1,52929,0.837215893,False,False,0.0,0.0,0.0,80,51,NR,Big-10,2014,9,27,indiana,,,,,,,,,,,Indiana
10/4/2014,Indiana,2:30 PM,North Texas*,NR,"Memorial StadiumBloomington, IN",BTN,W 4924,40457,2,2,52929,0.764363581,False,False,0.26,0.0,0.0,65,41,NR,Big-10,2014,10,4,indiana,,,,,,,,,,,Indiana
10/18/2014,Indiana,3:30 PM,No. 8 Michigan State,NR,"Memorial StadiumBloomington, IN (Old Brass Spittoon)",ESPN,L 1756,44403,3,3,52929,0.838916284,False,False,0.0,0.0,0.0,71,49,8,Big-10,2014,10,18,indiana,,,,,,,,,,,Indiana
11/8/2014,Indiana,12:00 PM,Penn State,NR,"Memorial StadiumBloomington, IN",BTN,L 713,42683,3,5,52929,0.806419921,False,False,0.0,0.0,0.0,47,32,NR,Big-10,2014,11,8,indiana,,,,,,,,,,,Indiana
11/29/2014,Indiana,12:00 PM,Purdue,NR,"Memorial StadiumBloomington, IN (Old Oaken Bucket)",BTN,W 2316,40079,3,8,52929,0.757221939,False,False,0.0,0.0,0.0,38,21,NR,Big-10,2014,11,29,indiana,,,,,,,,,,,Indiana
9/5/2015,Indiana,4:00 PM,Southern Illinois*,NR,"Memorial StadiumBloomington, IN",ESPNews,W 4847,36071,0,0,52929,0.681497856,False,False,0.0,0.0,0.0,92,70,NR,Big-10,2015,9,5,indiana,,,,,,,,,,,Indiana
9/12/2015,Indiana,8:00 PM,FIU*,NR,"Memorial StadiumBloomington, IN",BTN,W 3622,41509,1,0,52929,0.784239264,False,False,0.5,0.0,0.0,66,50,NR,Big-10,2015,9,12,indiana,,,,,,,,,,,Indiana
9/19/2015,Indiana,4:00 PM,WKU*,NR,"Memorial StadiumBloomington, IN",ESPNews,W 3835,44823,2,0,52929,0.846851442,False,False,0.04,0.0,0.0,86,64,NR,Big-10,2015,9,19,indiana,,,,,,,,,,,Indiana
10/3/2015,Indiana,3:30 PM,No. 1 Ohio State,NR,"Memorial StadiumBloomington, IN",ABC/ESPN2,L 2734,52929,4,0,52929,1.0,False,False,0.24,0.0,0.0,61,45,1,Big-10,2015,10,3,indiana,,,,,,,,,,,Indiana
10/17/2015,Indiana,3:30 PM,Rutgers,NR,"Memorial StadiumBloomington, IN",BTN,L 5255,40567,4,2,52929,0.766441837,False,False,0.0,0.0,0.0,63,33,NR,Big-10,2015,10,17,indiana,,,,,,,,,,,Indiana
11/7/2015,Indiana,3:30 PM,No. 10 Iowa,NR,"Memorial StadiumBloomington, IN",ESPN,L 2735,44739,4,4,52929,0.845264411,False,False,0.01,0.0,0.0,64,41,10,Big-10,2015,11,7,indiana,,,,,,,,,,,Indiana
11/14/2015,Indiana,3:30 PM,No. 15 Michigan,NR,"Memorial StadiumBloomington, IN",ABC/ESPN2,L 4148 2OT,49557,4,5,52929,0.936292014,False,False,0.0,0.0,0.0,53,30,15,Big-10,2015,11,14,indiana,,,,,,,,,,,Indiana
9/10/2016,Indiana,4:00 PM,Ball State*,NR,"Memorial StadiumBloomington, IN",ESPNews,W 3020,41374,1,0,52929,0.781688677,True,False,0.02,0.0,0.0,83,71,NR,Big-10,2016,9,10,indiana,,,,,,,,,,,Indiana
9/24/2016,Indiana,3:30 PM,Wake Forest*,NR,"Memorial StadiumBloomington, IN",BTN,L 2833,45519,2,0,52929,0.860001134,True,False,0.0,0.0,0.0,86,65,NR,Big-10,2016,9,24,indiana,,,,,,,,,,,Indiana
10/1/2016,Indiana,8:00 PM,No. 17 Michigan State,NR,"Memorial StadiumBloomington, IN (Old Brass Spittoon)",BTN,W 2421 OT,43971,2,1,52929,0.830754407,True,False,0.0,0.0,0.0,66,51,17,Big-10,2016,10,1,indiana,,,,,,,,,,,Indiana
10/15/2016,Indiana,3:30 PM,No. 10 Nebraska,NR,"Memorial StadiumBloomington, IN",ABC/ESPN2,L 2227,48254,3,2,52929,0.911674129,True,False,0.0,0.0,0.0,64,46,10,Big-10,2016,10,15,indiana,,,,,,,,,,,Indiana
10/29/2016,Indiana,3:30 PM,Maryland,NR,"Memorial StadiumBloomington, IN",ESPNU,W 4236,38291,3,4,52929,0.723440836,True,False,0.0,0.0,0.0,69,42,NR,Big-10,2016,10,29,indiana,,,,,,,,,,,Indiana
11/12/2016,Indiana,12:00 PM,No. 12 Penn State,NR,"Memorial StadiumBloomington, IN",ABC/ESPN2,L 3145,40678,5,4,52929,0.768538986,True,False,0.0,0.0,0.0,61,38,12,Big-10,2016,11,12,indiana,,,,,,,,,,,Indiana
11/26/2016,Indiana,12:00 PM,Purdue,NR,"Memorial StadiumBloomington, IN (Old Oaken Bucket)",ESPNU,W 2624,43103,5,6,52929,0.814355079,True,False,0.0,0.0,0.0,40,36,NR,Big-10,2016,11,26,indiana,,,,,,,,,,,Indiana
8/31/2017,Indiana,8:00 PM,No. 2 Ohio State,NR,"Memorial StadiumBloomington, IN (College GameDay)",ESPN,L 2149,52929,0,0,52929,1.0,False,False,0.0,0.0,0.0,83,59,2,Big-10,2017,8,31,indiana,,,,,,,,,,,Indiana
9/23/2017,Indiana,3:30 PM,Georgia Southern*,NR,"Memorial StadiumBloomington, IN",BTN,W 5217,42886,1,1,52929,0.810255248,False,False,0.0,0.0,0.0,90,67,NR,Big-10,2017,9,23,indiana,,,,,,,,,,,Indiana
10/7/2017,Indiana,3:30 PM,Charleston Southern*,NR,"Memorial StadiumBloomington, IN",BTN,W 270,35995,2,2,52929,0.68006197,False,False,0.0,0.0,0.0,81,64,NR,Big-10,2017,10,7,indiana,,,,,,,,,,,Indiana
10/14/2017,Indiana,12:00 PM,No. 17 Michigan,NR,"Memorial StadiumBloomington, IN",ABC,L 2027 OT,52929,3,2,52929,1.0,False,False,0.0,0.0,0.0,73,57,17,Big-10,2017,10,14,indiana,,,,,,,,,,,Indiana
11/4/2017,Indiana,12:00 PM,No. 4 Wisconsin,NR,"Memorial StadiumBloomington, IN",ABC,L 1745,43027,3,5,52929,0.812919194,False,False,0.0,0.0,0.0,60,45,4,Big-10,2017,11,4,indiana,,,,,,,,,,,Indiana
11/18/2017,Indiana,12:00 PM,Rutgers,NR,"Memorial StadiumBloomington, IN",BTN,W 410,35949,4,6,52929,0.679192881,False,False,0.0,0.0,0.0,61,31,NR,Big-10,2017,11,18,indiana,,,,,,,,,,,Indiana
9/8/2018,Indiana,7:30 PM,Virginia*,NR,"Memorial StadiumBloomington, IN",BTN,W 2016,35492,1,0,52656,0.674035248,False,False,0.78,0.0,0.0,79,63,NR,Big-10,2018,9,8,indiana,,,,,,,,,,,Indiana
9/15/2018,Indiana,12:00 PM,Ball State*,NR,"Memorial StadiumBloomington, IN",BTN,W 3810,40240,2,0,52656,0.764205409,False,False,0.0,0.0,0.0,87,62,NR,Big-10,2018,9,15,indiana,,,,,,,,,,,Indiana
9/22/2018,Indiana,7:30 PM,No. 24 Michigan State,NR,"Memorial StadiumBloomington, IN (Old Brass Spittoon)",BTN,L 2135,45445,3,0,52656,0.863054543,False,False,0.0,0.0,0.0,84,59,24,Big-10,2018,9,22,indiana,,,,,,,,,,,Indiana
10/13/2018,Indiana,12:00 PM,Iowa,NR,"Memorial StadiumBloomington, IN",ESPN2,L 1642,40512,4,2,52656,0.769371012,False,False,0.08,0.0,0.0,52,34,NR,Big-10,2018,10,13,indiana,,,,,,,,,,,Indiana
10/20/2018,Indiana,3:30 PM,No. 18 Penn State,NR,"Memorial StadiumBloomington, IN",ABC,L 2833,41553,4,3,52656,0.789140839,False,False,0.1,0.0,0.0,53,36,18,Big-10,2018,10,20,indiana,,,,,,,,,,,Indiana
11/10/2018,Indiana,12:00 PM,Maryland,NR,"Memorial StadiumBloomington, IN",BTN,W 3432,35264,4,5,52656,0.669705257,False,False,0.02,0.2,0.0,42,17,NR,Big-10,2018,11,10,indiana,,,,,,,,,,,Indiana
11/24/2018,Indiana,12:00 PM,Purdue,NR,"Memorial StadiumBloomington, IN (Old Oaken Bucket)",ESPN2,L 2128,48247,5,6,52656,0.916267852,False,False,0.13,0.0,0.0,52,35,NR,Big-10,2018,11,24,indiana,,,,,,,,,,,Indiana
9/2/2000,Iowa State,11:30 AM,Ohio*,NR,"Jack Trice StadiumAmes, IA",FSN,W 2515,34385,0,0,43000,0.799651163,False,False,0.0,0.0,0.0,96,68,NR,Big-12,2000,9,2,iowa state,24.0,Iowa State,48340.6,73.65%,64357.0,98.06%,0.7365,0.9806,65630.22639200489,0.7365,Iowa State
9/9/2000,Iowa State,1:00 PM,UNLV*,NR,"Jack Trice StadiumAmes, IA",Not on TV,W 3722,35408,1,0,43000,0.82344186,False,False,0.0,0.0,0.0,89,66,NR,Big-12,2000,9,9,iowa state,24.0,Iowa State,48340.6,73.65%,64357.0,98.06%,0.7365,0.9806,65630.22639200489,0.7365,Iowa State
10/7/2000,Iowa State,2:30 PM,No. 1 Nebraska,NR,"Jack Trice StadiumAmes, IA",ABC,L 2749,50074,4,0,43000,1.164511628,False,False,0.0,0.0,0.0,43,27,1,Big-12,2000,10,7,iowa state,24.0,Iowa State,48340.6,73.65%,64357.0,98.06%,0.7365,0.9806,65630.22639200489,0.7365,Iowa State
10/21/2000,Iowa State,2:30 PM,Texas A&M,NR,"Jack Trice StadiumAmes, IA",ABC,L 730,48931,5,1,43000,1.137930233,False,False,0.0,0.0,0.0,78,47,NR,Big-12,2000,10,21,iowa state,24.0,Iowa State,48340.6,73.65%,64357.0,98.06%,0.7365,0.9806,65630.22639200489,0.7365,Iowa State
10/28/2000,Iowa State,6:00 PM,Missouri,NR,"Jack Trice StadiumAmes, IA (Telephone Trophy)",FSN,W 3920,46599,5,2,43000,1.083697674,False,False,0.0,0.0,0.0,57,49,NR,Big-12,2000,10,28,iowa state,24.0,Iowa State,48340.6,73.65%,64357.0,98.06%,0.7365,0.9806,65630.22639200489,0.7365,Iowa State
11/18/2000,Iowa State,1:00 PM,Kansas,NR,"Jack Trice StadiumAmes, IA",Not on TV,W 3817,36725,7,3,43000,0.854069767,False,False,0.0,0.0,0.0,31,18,NR,Big-12,2000,11,18,iowa state,24.0,Iowa State,48340.6,73.65%,64357.0,98.06%,0.7365,0.9806,65630.22639200489,0.7365,Iowa State
9/8/2001,Iowa State,6:30 PM,Northern Iowa*,NR,"Jack Trice StadiumAmes, IA",Not on TV,W 450,47092,0,0,43000,1.095162791,False,False,0.17,0.0,0.0,69,54,NR,Big-12,2001,9,8,iowa state,24.0,Iowa State,48340.6,73.65%,64357.0,98.06%,0.7365,0.9806,65630.22639200489,0.7365,Iowa State
9/29/2001,Iowa State,1:00 PM,Baylor,NR,"Jack Trice StadiumAmes, IA",Not on TV,W 410,44189,2,0,43000,1.027651163,False,False,0.0,0.0,0.0,67,38,NR,Big-12,2001,9,29,iowa state,24.0,Iowa State,48340.6,73.65%,64357.0,98.06%,0.7365,0.9806,65630.22639200489,0.7365,Iowa State
10/20/2001,Iowa State,1:00 PM,Oklahoma State,NR,"Jack Trice StadiumAmes, IA",Not on TV,W 2814,49459,4,1,43000,1.150209302,False,False,0.0,0.0,0.0,75,31,NR,Big-12,2001,10,20,iowa state,24.0,Iowa State,48340.6,73.65%,64357.0,98.06%,0.7365,0.9806,65630.22639200489,0.7365,Iowa State
11/3/2001,Iowa State,1:00 PM,Kansas State,NR,"Jack Trice StadiumAmes, IA (rivalry)",Not on TV,L 342,40228,5,2,43000,0.935534884,False,False,0.0,0.0,0.0,73,34,NR,Big-12,2001,11,3,iowa state,24.0,Iowa State,48340.6,73.65%,64357.0,98.06%,0.7365,0.9806,65630.22639200489,0.7365,Iowa State
11/10/2001,Iowa State,6:00 PM,No. 21 Colorado,NR,"Jack Trice StadiumAmes, IA",FSN,L 2740,39024,5,3,43000,0.907534884,False,False,0.0,0.0,0.0,62,35,21,Big-12,2001,11,10,iowa state,24.0,Iowa State,48340.6,73.65%,64357.0,98.06%,0.7365,0.9806,65630.22639200489,0.7365,Iowa State
11/24/2001,Iowa State,11:30 AM,Iowa*,NR,"Jack Trice StadiumAmes, IA (Battle for the Cy-Hawk Trophy)",FSN,W 1714,51042,6,4,43000,1.187023256,False,False,0.43,0.0,0.0,58,39,NR,Big-12,2001,11,24,iowa state,24.0,Iowa State,48340.6,73.65%,64357.0,98.06%,0.7365,0.9806,65630.22639200489,0.7365,Iowa State
8/31/2002,Iowa State,11:30 AM,Kansas,NR,"Jack Trice StadiumAmes, IA",FSN,W 453,40026,0,1,45814,0.873663072,False,False,0.0,0.0,0.0,83,56,NR,Big-12,2002,8,31,iowa state,24.0,Iowa State,48340.6,73.65%,64357.0,98.06%,0.7365,0.9806,65630.22639200489,0.7365,Iowa State
9/7/2002,Iowa State,6:00 PM,Tennessee Tech*,NR,"Jack Trice StadiumAmes, IA",Not on TV,W 586,40155,1,1,45814,0.876478806,False,False,0.0,0.0,0.0,91,60,NR,Big-12,2002,9,7,iowa state,24.0,Iowa State,48340.6,73.65%,64357.0,98.06%,0.7365,0.9806,65630.22639200489,0.7365,Iowa State
9/21/2002,Iowa State,6:00 PM,Troy State*,21,"Jack Trice StadiumAmes, IA",Not on TV,W 4212,44896,3,1,45814,0.979962457,False,False,0.0,0.0,0.0,67,50,NR,Big-12,2002,9,21,iowa state,24.0,Iowa State,48340.6,73.65%,64357.0,98.06%,0.7365,0.9806,65630.22639200489,0.7365,Iowa State
9/28/2002,Iowa State,2:30 PM,No. 20 Nebraska,19,"Jack Trice StadiumAmes, IA",ABC,W 3614,51888,4,1,45814,1.132579561,False,False,0.03,0.0,0.0,70,42,20,Big-12,2002,9,28,iowa state,24.0,Iowa State,48340.6,73.65%,64357.0,98.06%,0.7365,0.9806,65630.22639200489,0.7365,Iowa State
10/12/2002,Iowa State,6:00 PM,Texas Tech,11,"Jack Trice StadiumAmes, IA",TBS,W 3117,51842,5,1,45814,1.131575501,False,False,0.01,0.0,0.0,61,37,NR,Big-12,2002,10,12,iowa state,24.0,Iowa State,48340.6,73.65%,64357.0,98.06%,0.7365,0.9806,65630.22639200489,0.7365,Iowa State
11/2/2002,Iowa State,1:00 PM,Missouri,22,"Jack Trice StadiumAmes, IA (Battle for the Telephone Trophy)",Not on TV,W 4235,44339,6,3,45814,0.967804601,False,False,0.0,0.0,0.0,46,20,NR,Big-12,2002,11,2,iowa state,24.0,Iowa State,48340.6,73.65%,64357.0,98.06%,0.7365,0.9806,65630.22639200489,0.7365,Iowa State
11/23/2002,Iowa State,1:00 PM,Connecticut*,NR,"Jack Trice StadiumAmes, IA",Not on TV,L 2037,34582,7,5,45814,0.754834767,False,False,0.0,0.0,0.0,48,25,NR,Big-12,2002,11,23,iowa state,24.0,Iowa State,48340.6,73.65%,64357.0,98.06%,0.7365,0.9806,65630.22639200489,0.7365,Iowa State
8/30/2003,Iowa State,6:00 PM,Northern Iowa*,NR,"Jack Trice StadiumAmes, IA",Not on TV,W 1710,48088,0,0,45814,1.049635483,False,False,0.0,0.0,0.0,74,58,NR,Big-12,2003,8,30,iowa state,24.0,Iowa State,48340.6,73.65%,64357.0,98.06%,0.7365,0.9806,65630.22639200489,0.7365,Iowa State
9/6/2003,Iowa State,1:00 PM,Ohio*,NR,"Jack Trice StadiumAmes, IA",Not on TV,W 4820,40056,1,0,45814,0.874317894,False,False,0.0,0.0,0.0,88,50,NR,Big-12,2003,9,6,iowa state,24.0,Iowa State,48340.6,73.65%,64357.0,98.06%,0.7365,0.9806,65630.22639200489,0.7365,Iowa State
